title,link,watched
Урок 147. Задачи на основное уравнение МКТ идеального газа,https://www.youtube.com/watch?v=S-gPuzj-tyw&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=150,No
Урок 148. Тепловое равновесие. Температура.,https://www.youtube.com/watch?v=mD1YBgdkoN8&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=151,No
Урок 149. Абсолютная температурная шкала,https://www.youtube.com/watch?v=5Q-K7vJBN4I&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=152,No
Урок 150. Задачи по молекулярно-кинетической теории,https://www.youtube.com/watch?v=DJ-KoNlZap4&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=153,No
Урок 151. Средняя кинетическая энергия молекул многоатомного газа,https://www.youtube.com/watch?v=bxkc47-Up3U&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=154,No
Урок 152. Среднеквадратичная скорость молекул. Опыт Штерна,https://www.youtube.com/watch?v=tYFXMbFyano&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=155,No
Урок 153. Распределение молекул по скоростям,https://www.youtube.com/watch?v=qyo7Tle5BnQ&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=156,No
Урок 154. Задачи на вычисление скорости молекул,https://www.youtube.com/watch?v=8oLOWm_1NIg&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=157,No
Урок 155. Изучение распределения Максвелла,https://www.youtube.com/watch?v=fOBmow41GaQ&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=158,No
Урок 156. Уравнение состояния идеального газа. Квазистатические процессы,https://www.youtube.com/watch?v=-MXNLgVCm8w&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=159,No
Урок 157. Изопроцессы и их графики. Частные газовые законы,https://www.youtube.com/watch?v=tV9KMc3Hje8&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=160,No
Урок 158. Задачи на газовые законы - 1,https://www.youtube.com/watch?v=iHOGVBCgyvs&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=161,No
Урок 159. Задачи на газовые законы - 2,https://www.youtube.com/watch?v=snMmRywFRoA&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=162,No
Урок 160. Задачи на газовые законы - 3,https://www.youtube.com/watch?v=oewLPyOiNdA&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=163,No
Урок 161. Задачи на газовые законы - 4,https://www.youtube.com/watch?v=KhFfQ3V-8Xc&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=164,No
Урок 162. Построение графиков изопроцессов в различных координатах,https://www.youtube.com/watch?v=KNZMn9d99uw&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=165,No
Урок 163. Задачи на графики процессов в газах,https://www.youtube.com/watch?v=96J3yyfji9Y&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=166,No
Урок 164. Подготовка к контрольной работе - 1,https://www.youtube.com/watch?v=UQQMmitaQck&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=167,No
Урок 165. Подготовка к контрольной работе - 2,https://www.youtube.com/watch?v=avGNkJ6nMiE&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=168,No
Урок 166. Предмет термодинамики. Внутренняя энергия тела,https://www.youtube.com/watch?v=-9mmb6gjVwE&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=169,No
Урок 167. Вычисление работы в термодинамике,https://www.youtube.com/watch?v=RcVnXuQIBuE&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=170,No
Урок 168. Задачи на вычисление внутренней энергии,https://www.youtube.com/watch?v=RQHikNcVIE0&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=171,No
Урок 169. Задачи на вычисление работы в термодинамике,https://www.youtube.com/watch?v=MIIh_G-j7Kk&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=172,No
Урок 170. Количество теплоты. Первый закон термодинамики,https://www.youtube.com/watch?v=xwnaNIelrQU&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=173,No
Урок 171. Простейшие задачи на 1-й закон термодинамики,https://www.youtube.com/watch?v=0YhM7n32mhg&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=174,No
Урок 172. Применение 1 закона термодинамики для различных процессов,https://www.youtube.com/watch?v=gwys7rQVC6M&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=175,No
Урок 173. Задачи на 1-й закон термодинамики - 1,https://www.youtube.com/watch?v=3gJAh6wiVX4&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=176,No
Урок 174. Задачи на 1-й закон термодинамики - 2,https://www.youtube.com/watch?v=2U0835QocqM&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=177,No
Урок 175. Уравнение теплового баланса,https://www.youtube.com/watch?v=_oNkT_Mga8c&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=178,No
Урок 176. Задачи на уравнение теплового баланса,https://www.youtube.com/watch?v=6AB11ExHF0I&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=179,No
Урок 177. Задачи на теплопередачу,https://www.youtube.com/watch?v=eDNqyQ9fWkw&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=180,No
Урок 178. Тепловые двигатели и их КПД. Цикл Карно,https://www.youtube.com/watch?v=AMFRpRQnMRM&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=181,No
Урок 179. Двигатель внутреннего сгорания - 1,https://www.youtube.com/watch?v=K_xr7766H-0&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=182,No
Урок 180. Двигатель внутреннего сгорания - 2,https://www.youtube.com/watch?v=BWP8szMAnPk&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=183,No
Урок 181. Простейшие задачи на тепловые двигатели,https://www.youtube.com/watch?v=n2ZisHaNq-0&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=184,No
Урок 182. Усложненные задачи на тепловые двигатели - 1,https://www.youtube.com/watch?v=UdgcUzutflQ&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=185,No
Урок 183. Усложненные задачи на тепловые двигатели - 2,https://www.youtube.com/watch?v=A9ojh67tRmI&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=186,No
Урок 184. Холодильные машины и тепловые насосы,https://www.youtube.com/watch?v=4cQaiWfZWFI&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=187,No
Урок 185. Устройство компрессионного холодильника,https://www.youtube.com/watch?v=NAda_KQN--0&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=188,No
Урок 186. Подготовка к контрольной работе,https://www.youtube.com/watch?v=FBzGdVW2nr0&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=189,No
Урок 187. Испарение и конденсация. Насыщенный пар и его свойства,https://www.youtube.com/watch?v=j6l1NMlWZD0&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=190,No
Урок 188. Температурная зависимость давления пара. Точка росы,https://www.youtube.com/watch?v=aGSnoPNsIGc&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=191,No
Урок 189. Влажность воздуха. Абсолютная и относительная влажность,https://www.youtube.com/watch?v=trjezk4mAYY&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=192,No
Урок 190. Приборы для измерения влажности,https://www.youtube.com/watch?v=Ou_Bq-eCInI&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=193,No
Урок 191. Задачи на вычисление влажности,https://www.youtube.com/watch?v=-jmeWeP3PjE&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=194,No
Урок 192. Кипение жидкости,https://www.youtube.com/watch?v=CYRz8_YRjVM&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=195,No
Урок 193. Критическая температура,https://www.youtube.com/watch?v=YELCLDEV6qs&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=196,No
Урок 194. Уравнение Ван-дер-Ваальса,https://www.youtube.com/watch?v=YCwmDvvd-xQ&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=197,No
Урок 195. Изотермы реального газа,https://www.youtube.com/watch?v=uE-YdiKz45Y&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=198,No
Урок 196. Подготовка к контрольной работе,https://www.youtube.com/watch?v=xwoXDoDy98k&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=199,No
Урок 197. Поверхностная энергия. Коэффициент поверхностного натяжения,https://www.youtube.com/watch?v=OWxJI0AC1RY&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=200,No
Урок 198. Простейшие задачи на поверхностное натяжение,https://www.youtube.com/watch?v=LFJQ9dtG5Yw&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=201,No
Урок 199. Смачивание. Капиллярные явления,https://www.youtube.com/watch?v=H5Fhf1G6W_c&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=202,No
Урок 200. Задачи на поверхностное натяжение - 1,https://www.youtube.com/watch?v=gnVZmLb5SLI&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=203,No
Урок 201. Задачи на поверхностное натяжение - 2,https://www.youtube.com/watch?v=9Z3WfsoCRGM&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=204,No
Урок 202. Давление под искривленной поверхностью жидкости. Формула Лапласа,https://www.youtube.com/watch?v=gnouI6gUpJY&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=205,No
Урок 203. Задачи на давление Лапласа,https://www.youtube.com/watch?v=TZ3sL45ryFw&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=206,No
"Урок 204. Поверхностные явления в природе, технике и в быту",https://www.youtube.com/watch?v=DxR0MW_vNRo&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=207,No
Урок 205. Задачи на капиллярные явления,https://www.youtube.com/watch?v=kdHT_EEy53w&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=208,No
Урок 206. Подготовка к контрольной работе,https://www.youtube.com/watch?v=lDB9aFp6TLI&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=209,No
Урок 207. Кристаллические и аморфные тела,https://www.youtube.com/watch?v=SbTzPITAavY&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=210,No
Урок 208. Деформация твердых тел. Классификация видов деформации,https://www.youtube.com/watch?v=jJw-iVuZV2g&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=211,No
Урок 209. Закон Гука. Модуль Юнга,https://www.youtube.com/watch?v=Wy5oWYEzYBs&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=212,No
Урок 210. Диаграмма растяжения. Запас прочности,https://www.youtube.com/watch?v=szib0JlDnnA&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=213,No
Урок 211. Дефекты в кристаллах. Управление механическими свойствами материалов,https://www.youtube.com/watch?v=FJtV3uXPCDA&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=214,No
Урок 212. Жидкие кристаллы,https://www.youtube.com/watch?v=CdXG-rrB5tU&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=215,No
Урок 213. Электрические заряды и их взаимодействие. Закон Кулона,https://www.youtube.com/watch?v=MNIpF7BZEuI&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=216,No
Урок 214. Закон Кулона (продолжение),https://www.youtube.com/watch?v=6kJ535nZI94&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=217,No
Урок 215. Задачи на закон Кулона - 1,https://www.youtube.com/watch?v=KaRNf9eGHj4&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=218,No
Урок 216. Задачи на закон Кулона - 2,https://www.youtube.com/watch?v=cq1GKwZn3fk&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=219,No
Урок 217. Задачи на закон Кулона - 3,https://www.youtube.com/watch?v=vG27WFJHwAg&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=220,No
Урок 218. Напряженность электрического поля,https://www.youtube.com/watch?v=oMfwDl8yONc&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=221,No
Урок 219. Задачи на напряженность электрического поля - 1,https://www.youtube.com/watch?v=OQ9oZa93LlI&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=222,No
Урок 220. Задачи на напряженность электрического поля - 2,https://www.youtube.com/watch?v=ovIqLt4-fB0&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=223,No
Урок 221. Решение комбинированных задач,https://www.youtube.com/watch?v=HaT6uR5A4vs&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=224,No
Урок 222. Поток вектора напряженности электрического поля,https://www.youtube.com/watch?v=TV_gE1uHQfY&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=225,No
Урок 223. Теорема Гаусса,https://www.youtube.com/watch?v=xCzoDH-lGHE&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=226,No
Урок 224. Напряженность поля неточечных зарядов,https://www.youtube.com/watch?v=ykw5NFywYuw&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=227,No
Урок 225. Задачи на поток вектора напряженности электрического поля,https://www.youtube.com/watch?v=WZtRGx5FGuI&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=228,No
Урок 226. Плоский конденсатор,https://www.youtube.com/watch?v=hvO47tPdMXM&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=229,No
Урок 227. Проводники в электрическом поле,https://www.youtube.com/watch?v=iLzth3xKOis&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=230,No
Урок 228. Диэлектрики в электрическом поле. Диэлектрическая проницаемость,https://www.youtube.com/watch?v=0R_IgLCjer8&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=231,No
Урок 229. Работа электрического поля. Потенциал. Электрическое напряжение,https://www.youtube.com/watch?v=zEtA8XHuPIc&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=232,No
Урок 230. Простейшие задачи на электрический потенциал,https://www.youtube.com/watch?v=ijDWlzlVpcI&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=233,No
Урок 231. Свойства электрического потенциала,https://www.youtube.com/watch?v=GJnv-GWRk3k&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=234,No
Урок 232. Электрон-вольт. Потенциал поля точечного заряда,https://www.youtube.com/watch?v=jwUmAv_9rJg&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=235,No
Урок 233. Задачи на электрический потенциал - 1,https://www.youtube.com/watch?v=Xj5W5fCHgt0&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=236,No
Урок 234. Задачи на электрический потенциал - 2,https://www.youtube.com/watch?v=8nVW5j6yxG4&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=237,No
Урок 235. Задачи на электрический потенциал - 3,https://www.youtube.com/watch?v=8UWrayEWdfw&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=238,No
Урок 236. Метод электростатических изображений,https://www.youtube.com/watch?v=bPQtfrWykhY&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=239,No
Урок 237. Электрическая емкость. Конденсаторы,https://www.youtube.com/watch?v=JcPswqg1YHk&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=240,No
Урок 238. Емкость плоского конденсатора. Классификация конденсаторов,https://www.youtube.com/watch?v=aI_e6Rlmcek&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=241,No
Урок 239. Соединение конденсаторов в батареи,https://www.youtube.com/watch?v=0WhyFmmZXQs&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=242,No
Урок 240. Простейшие задачи на электроемкость,https://www.youtube.com/watch?v=80D7a32Ho34&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=243,No
Загадки Вселенной. Космомикрофизика,https://www.youtube.com/watch?v=ula1Ui7KPHg&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=244,No
Урок 241. Энергия электрического поля,https://www.youtube.com/watch?v=H0gr5zCIro8&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=245,No
Урок 242. Задачи на электроемкость,https://www.youtube.com/watch?v=Z0iPDPi4P2s&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=246,No
Урок 243. Подготовка к КР по электростатике - 1,https://www.youtube.com/watch?v=HeduQ8H-clI&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=247,No
Урок 244. Подготовка к КР по электростатике - 2,https://www.youtube.com/watch?v=7Ss7IQB0wyA&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=248,No
Урок 245. Подготовка к КР по электростатике - 3,https://www.youtube.com/watch?v=C9qUI9qSBCY&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=249,No
Урок 246 Условия существования постоянного тока. Электродвижущая сила,https://www.youtube.com/watch?v=68Nktnw2Egg&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=250,No
Урок 247. Закон Ома. Вычисление сопротивления проводника,https://www.youtube.com/watch?v=PBI9RxyDpi8&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=251,No
Урок 248. Задачи на вычисление сопротивления проводника,https://www.youtube.com/watch?v=_jeA_5fA7JU&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=252,No
Урок 249. Последовательное и параллельное соединение проводников,https://www.youtube.com/watch?v=XvlVPf43lzo&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=253,No
Урок 250. Задачи на расчет электрических цепей - 1,https://www.youtube.com/watch?v=YJbkhMS40b4&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=254,No
Урок 251. Измерение напряжения и силы тока,https://www.youtube.com/watch?v=KAh8itbUGS4&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=255,No
Урок 252. Задачи на расчет электрических цепей - 2,https://www.youtube.com/watch?v=5fdISDOfs3Y&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=256,No
Урок 253. Задачи на расчет электрических цепей - 3,https://www.youtube.com/watch?v=xFJS75TsGIc&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=257,No
Урок 254. Закон Джоуля-Ленца. Работа и мощность электрического тока,https://www.youtube.com/watch?v=yP1V4Zzjl6Q&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=258,No
Урок 255. Задачи на работу и мощность электрического тока,https://www.youtube.com/watch?v=_DcC2SwxNNk&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=259,No
Урок 256. Закон Ома для полной (замкнутой) цепи.,https://www.youtube.com/watch?v=UmO_sWGaOhY&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=260,No
Урок 257. Задачи на закон Ома для полной цепи - 1,https://www.youtube.com/watch?v=Q2jTuMNO4wo&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=261,No
Урок 258. Задачи на закон Ома для полной цепи - 2,https://www.youtube.com/watch?v=cDZIEV2WVIQ&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=262,No
Урок 259. Подготовка к контрольной работе - 1,https://www.youtube.com/watch?v=cB73bVe709c&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=263,No
Урок 260. Подготовка к контрольной работе - 2,https://www.youtube.com/watch?v=zE4fyushWHI&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=264,No
Урок 261. Потери энергии в ЛЭП. Условие согласования источника тока с нагрузкой,https://www.youtube.com/watch?v=jT5b9oOzBHE&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=265,No
Урок 262. Задачи на потери энергии в ЛЭП,https://www.youtube.com/watch?v=xi0n78bJU2o&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=266,No
Урок 263. Правила Кирхгофа,https://www.youtube.com/watch?v=-dGngUpT2xA&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=267,No
Урок 264. Соединение источников тока в батареи,https://www.youtube.com/watch?v=5Tk8IevoF6E&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=268,No
Урок 265. Задачи на правила Кирхгофа,https://www.youtube.com/watch?v=SYtHJTUgX9M&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=269,No
Урок 266. Задачи на мощность электрического тока,https://www.youtube.com/watch?v=PQKtqAHPWZQ&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=270,No
Урок 267. Компенсационные методы измерения ЭДС и сопротивления,https://www.youtube.com/watch?v=mZIIorOKO7c&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=271,No
Урок 268. Задачи на мощность тока и КПД,https://www.youtube.com/watch?v=_DahyfXa5oE&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=272,No
Урок 269. Задачи на тепловое действие тока,https://www.youtube.com/watch?v=TD23HdWNT30&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=273,No
Урок 270. Магнитное поле и его характеристики,https://www.youtube.com/watch?v=-ngxcW7VMLY&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=274,No
Урок 271. Модуль вектора магнитной индукции. Закон Ампера,https://www.youtube.com/watch?v=mgipYDDZeLg&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=275,No
Урок 272. Задачи на закон Ампера - 1,https://www.youtube.com/watch?v=5yISVyp3MGU&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=276,No
Урок 273. Рамка с током в магнитном поле,https://www.youtube.com/watch?v=tCV4mij_zKI&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=277,No
Урок 274. Задачи на закон Ампера - 2,https://www.youtube.com/watch?v=WG4hZcCdIKU&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=278,No
Урок 275. Электроизмерительные приборы. Громкоговорители,https://www.youtube.com/watch?v=rTa0GEGCsDI&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=279,No
Урок 276. Сила Лоренца. Движение заряженных частиц в магнитном поле,https://www.youtube.com/watch?v=7IUpOAsKKvI&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=280,No
Урок 277. Масс-спектрограф. Циклотрон. Магнитный щит Земли,https://www.youtube.com/watch?v=6juVVK8n_5c&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=281,No
Урок 278. Задачи на силу Лоренца - 1,https://www.youtube.com/watch?v=VtS40_i1bmw&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=282,No
Урок 279. Задачи на силу Лоренца - 2,https://www.youtube.com/watch?v=ZFr1KcBiSBA&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=283,No
Урок 280. Подготовка к контрольной работе,https://www.youtube.com/watch?v=vUG45Lfo170&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=284,No
Урок 281. Электромагнитная индукция. Магнитный поток. Правило Ленца,https://www.youtube.com/watch?v=OW9NaY6Dy7w&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=285,No
Урок 282. Закон Фарадея для электромагнитной индукции,https://www.youtube.com/watch?v=N6t0CLFCugo&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=286,No
Урок 283. Вихревое электрическое поле,https://www.youtube.com/watch?v=FAqvdIPttjo&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=287,No
Урок 284. Задачи на электромагнитную индукцию - 1,https://www.youtube.com/watch?v=MWAd23ODgGM&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=288,No
Урок 285. Задачи на электромагнитную индукцию - 2,https://www.youtube.com/watch?v=xb5d4GlL-us&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=289,No
Урок 286. Задачи на электромагнитную индукцию - 3,https://www.youtube.com/watch?v=e9aV3koSeJE&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=290,No
Урок 287. Индуктивность контура (катушки). Явление самоиндукции,https://www.youtube.com/watch?v=8pluF9EEEgc&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=291,No
Урок 288. Явление самоиндукции (окончание). Задачи на индуктивность,https://www.youtube.com/watch?v=aoXBEqTVggA&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=292,No
"Урок 289. Магнитное поле в веществе. Магнитная проницаемость. Диа-, пара- и ферромагнетики",https://www.youtube.com/watch?v=E1JKhaMLUQY&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=293,No
Урок 290. Объяснение свойств ферромагнетиков,https://www.youtube.com/watch?v=lWOtyBtz_Sk&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=294,No
Урок 291. Задачи на электромагнитную индукцию - 4,https://www.youtube.com/watch?v=Qn_M4vBEZgs&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=295,No
Урок 292. Энергия магнитного поля,https://www.youtube.com/watch?v=8Vnj4pywDks&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=296,No
Урок 293. Подготовка к контрольной работе,https://www.youtube.com/watch?v=UxLtt7eGSYo&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=297,No
Урок 294. Основы электронной теории электропроводности металлов,https://www.youtube.com/watch?v=ToLtYy5ITJ0&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=298,No
Урок 295. Вывод закона Ома из электронной теории,https://www.youtube.com/watch?v=TQcCV6lIvDo&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=299,No
Урок 296. Температурная зависимость сопротивления металлов. Сверхпроводимость,https://www.youtube.com/watch?v=ARiBhBYZSos&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=300,No
Урок 297. Сверхпроводимость (окончание). Решение задач,https://www.youtube.com/watch?v=C1u0DRVsYH8&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=301,No
Урок 298. Электрический ток в жидкостях. Закон Фарадея для электролиза,https://www.youtube.com/watch?v=dbbfYBmaTqs&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=302,No
